,PC1,PC2,PC3,Class
sample_105,49.52907639049054,-12.392539515812306,-7.553350674533603,KIRC
sample_106,5.340791856441647,21.408906528214786,4.417700090650073,LUAD
sample_107,2.092182696979567,33.976394381513,21.124418791702013,COAD
sample_108,-3.6599988431439487,17.620002473606508,2.480248107071373,LUAD
sample_109,-0.006048199034338424,10.159322991817426,6.600298656312371,LUAD
sample_110,-19.119051394409855,-18.872219065666847,31.409288208198422,PRAD
sample_111,-17.16526290897505,-10.171135046652374,-17.95783782941765,BRCA
sample_112,-5.556643379632287,10.38748574946987,5.663503819590042,LUAD
sample_113,-15.518881617758485,-22.74384573488626,29.340546213215905,PRAD
sample_114,-18.720482943543995,-1.2925773422817726,-16.871179248334915,BRCA
sample_115,52.860136603554466,-12.702174833474077,-5.099396424450269,KIRC
sample_116,50.71208230890275,-5.688985393055739,-5.552327440573887,KIRC
sample_117,48.5770468144566,-14.2225585830192,-6.341830011918524,KIRC
sample_118,-12.30282782747299,1.550273107718204,-26.220612281987236,BRCA
sample_119,-17.290562829947145,-2.0943644136221176,-15.161492785887408,BRCA
sample_120,7.94228691069542,19.265751485758482,4.719883856167311,LUAD
sample_121,48.89765585175209,-3.901728703443062,-6.781644325230357,KIRC
sample_122,-4.200262212252455,16.705785405837403,6.803291898990163,LUAD
sample_123,-19.098755714693652,2.7903410931491544,-22.46884142543557,BRCA
sample_124,-17.167572116279388,-26.33420630853969,26.273311258196543,PRAD
sample_125,-12.270068018844539,-29.257715411318653,23.657741147467405,PRAD
sample_126,-17.936097146475745,-25.2652967078073,31.433879591130403,PRAD
sample_127,-16.676521905085078,-7.80836449109208,-22.862674501414045,BRCA
sample_128,50.00000814073443,-14.85528323693545,-2.319206909334754,KIRC
sample_129,-9.098944386524265,17.926276437435323,-1.2110090711347192,LUAD
sample_130,1.9786102731246076,40.01053729516037,17.90737594055073,COAD
sample_131,-11.691311850862823,6.331762685366834,-4.721206563559347,BRCA
sample_132,7.1298694814689405,54.45974280707392,27.947524491707874,COAD
sample_133,-13.149420184623946,6.91174066599977,-15.367029943381267,BRCA
sample_134,-18.242259431545026,5.0837117131148535,-21.8327228903299,BRCA
sample_135,50.77556017804731,-4.569128548712935,-9.787233919515403,KIRC
sample_136,6.365685830664472,4.24000548998616,4.686556018235459,LUAD
sample_137,-17.543348619832955,-1.0076295173111893,-12.942399866556096,BRCA
sample_138,33.87829668832434,-10.111995247934322,-5.277922064512793,KIRC
sample_139,5.991904691350923,46.9057712424256,17.757401099594876,COAD
sample_140,-18.431797647608487,-5.78524723409238,-19.727050165657843,BRCA
sample_141,-19.20864731075064,-27.716447546493686,31.13211583097952,PRAD
sample_142,-16.625231835398978,-11.598717714272222,-21.566372244247184,BRCA
sample_143,37.71751826217788,6.886710260515241,-6.8251194548892675,KIRC
sample_144,-1.6084376315841016,5.913837024800103,1.260832218931901,LUAD
sample_145,1.8386427508270067,47.01211268422368,27.773189672667424,COAD
sample_146,-8.954295042218876,-27.064972689246424,22.01063732732354,PRAD
sample_147,-15.295264273057528,-6.138407507483174,-16.94177511133459,BRCA
sample_148,4.481066026982777,14.978831652461386,11.964623939255405,LUAD
sample_149,5.2867388715279695,21.090787360837787,7.541788677383887,LUAD
sample_150,2.3819759369147175,13.899209767779954,2.0532473528176447,LUAD
sample_151,1.5840399747003922,20.21490988508089,10.434604166362412,LUAD
sample_152,-23.128581756317487,6.275080612144788,-22.585820983197753,BRCA
sample_153,-17.313475973607144,-0.51814220914399,-25.49482805057867,BRCA
sample_154,4.023170146082701,10.24334905332464,-1.864346809029045,LUAD
sample_155,-18.69170878323911,-6.498228604586157,-16.243009954518193,BRCA
sample_156,-15.931930684015144,-2.5619618809654425,-20.80099375585727,BRCA
sample_157,-9.90624929011404,-18.43120771395266,18.677462740629572,PRAD
sample_158,-15.913329777459918,-24.42591882376406,27.402061662933196,PRAD
sample_159,3.4469967825823233,5.649206515689624,7.247515129507259,LUAD
sample_160,-15.986303763996723,-25.80426598348358,28.643601161533077,PRAD
sample_161,-1.686896238844744,7.739161711090543,6.791379110608138,LUAD
sample_162,46.73686171778302,-11.919342489846445,-10.587366394943976,KIRC
sample_163,-16.821968558950786,-10.528347621569711,-14.0940954443432,BRCA
sample_164,-13.987313435743465,-25.427453069578597,21.801033802832013,PRAD
sample_165,-2.0212857086232807,11.612433619463285,4.404725959561937,LUAD
sample_166,1.0916429245777095,47.04247372999288,17.160649054147548,COAD
sample_167,46.48306656015953,-14.614746611036718,-6.489354396522895,KIRC
sample_168,5.412921500830626,18.214607466449696,5.474163598034817,LUAD
sample_169,-16.36071437629615,-10.808194634036074,-22.74998970832245,BRCA
sample_170,42.42187722169529,-15.494082833809722,-3.18377521955525,KIRC
sample_171,1.273801076942521,7.325048614700985,4.958814657627176,LUAD
sample_172,-17.520184774234934,5.607141078276073,-22.870294188514954,BRCA
sample_173,-0.950628465567578,19.95227842594544,10.095420204868324,LUAD
sample_174,-17.86710642086323,-9.215838320939543,-20.10010546101499,BRCA
sample_175,-17.47975585600853,-2.461336483009,-13.953509368217091,BRCA
sample_176,-17.10634212890532,-7.468419891860283,-16.214673902782586,BRCA
sample_177,-14.343022550510742,-22.3338843372901,21.339101879561994,PRAD
sample_178,-19.45520578182736,-6.1542173426783755,-21.32336050491937,BRCA
sample_179,44.889555292555265,-17.366801959916394,-3.77860346592146,KIRC
sample_180,0.8842461785589664,47.14249170110465,22.615914378385114,COAD
sample_181,34.67563084925224,-12.805394118487971,-6.953457279770706,KIRC
sample_182,-14.57274550198079,-3.408696227873745,-20.44500782121967,BRCA
sample_183,-12.809600336014329,-29.26007800792221,24.674427544296247,PRAD
sample_184,-20.74792595976638,-19.075216282884902,29.449814728831665,PRAD
sample_185,-9.748042174326384,-24.618251234846095,27.503155571551456,PRAD
sample_186,-0.6496492057412322,17.991065876470294,6.380367926327526,LUAD
sample_187,2.9602022874825615,12.458861675680723,4.672680304324056,LUAD
sample_188,-13.658668017566818,-3.0428626789744264,-17.116903124692083,BRCA
sample_189,4.235966705026232,23.347020854693245,15.835448085774967,LUAD
sample_190,5.109343101176581,1.2299773252746482,14.436664180388075,LUAD
sample_191,44.08123270917945,-9.205566991492194,-6.0821401618948405,KIRC
sample_192,0.9093824589195778,22.02951371447325,11.618424296898118,LUAD
sample_193,-15.857290066823587,-18.648724160646328,27.869204303619988,PRAD
sample_194,1.2965150393024167,6.079395199650879,9.81763128696095,LUAD
sample_195,-10.976884077830993,-16.699024010641867,-15.40238708791452,BRCA
sample_196,-15.294005146924631,5.769629502435952,-13.91376271787878,BRCA
sample_197,-16.769784765658553,-0.11398025390058335,-22.699356816407704,BRCA
sample_198,1.0627458100384077,23.3384606381222,0.07993062244872301,LUAD
sample_199,0.38332746732308376,13.747762146503284,0.8246444664621033,LUAD
sample_200,-9.197615794779344,-10.132053431959132,-22.4868608962985,BRCA
sample_201,50.62976071856613,-6.9706459750308785,-8.45035503709998,KIRC
sample_202,50.21879585696826,-11.77869737688513,-7.434588867876075,KIRC
sample_203,39.01082770016106,-4.511396645860377,-7.435750149319375,KIRC
sample_204,50.92785792786495,-8.685386588440096,-4.571017791065217,KIRC
sample_205,-17.852646598812896,-22.12667514015704,24.759656803715952,PRAD
sample_206,-17.39081688588891,14.69521352010063,-7.014217193069686,BRCA
sample_207,-21.951109885068938,-15.259703370151582,24.23998430527555,PRAD
sample_208,-11.770643975141942,0.5407464771157988,-10.742481860296193,BRCA
sample_209,3.527649674245192,13.357216413264432,5.198081978149493,LUAD
sample_210,-0.3572020380271698,8.402691728233906,2.799706664911869,LUAD
sample_211,-13.829599764623108,2.8644209330553476,-16.700600469815864,BRCA
sample_212,-11.25559192747967,-23.936785463164917,24.23504427779589,PRAD
sample_213,-18.839841974736586,4.564161741461567,-23.771616321339547,BRCA
sample_214,-13.665587026751579,-29.31799450332276,26.667306158086088,PRAD
sample_215,-15.274497397438866,-10.292998437207087,-17.19447033503198,BRCA
sample_216,-17.34299806809706,4.648482539383889,-22.900907441108718,BRCA
sample_217,-11.96001376964304,-4.360536230471734,-19.51090025083055,BRCA
sample_218,3.5342153171254305,8.091102451132594,6.5857080327738995,LUAD
sample_219,-15.190936505498172,-2.5347755655252513,-21.729980465427566,BRCA
sample_220,46.63455347576522,-9.203441290679455,-7.654057758795864,KIRC
sample_221,0.12191397888550681,7.6662187730047915,6.349639281941103,LUAD
sample_222,50.80674689869335,-13.495116601573521,-4.714391854766759,KIRC
sample_223,52.50953416571457,-8.58694181866281,-7.563961987427335,KIRC
sample_224,4.331877463164448,14.325490129234936,2.0913743242854275,LUAD
sample_225,-9.126669267894986,-14.680608942372125,-20.56154363295811,BRCA
sample_226,48.99102017433488,-9.338185258210025,-9.272333133675653,KIRC
sample_227,-17.601955520125504,-24.417532000107432,31.30302145412436,PRAD
sample_228,-13.304237526811756,-9.663629903274218,-18.524769399127123,BRCA
sample_229,0.6446955329869686,17.416954350076484,3.2869775971762087,LUAD
sample_230,4.245258865774827,19.094581393789184,13.778245936446856,LUAD
sample_231,-11.869087857386646,-17.831033166863353,18.805144607171925,PRAD
sample_232,-0.05577395645956613,49.26964837980906,20.308601463372177,COAD
sample_233,-19.578820535315916,5.016764832850317,-20.06376989127749,BRCA
sample_234,51.32540961015834,-12.910761602611885,-5.237419226429233,KIRC
sample_235,-12.442928550596886,-29.616021369090763,24.760084904508037,PRAD
sample_236,38.10896095464162,-11.76717600213337,-3.108296359611599,KIRC
sample_237,6.740386907857122,34.25368295350636,23.748928134810534,COAD
sample_238,-14.42255803841154,-3.2718992425962705,-9.179076560599201,BRCA
sample_239,47.92287655914088,-14.142349764246358,-2.2397801690400887,KIRC
sample_240,47.409462301072345,-11.126295740666876,-3.1036448281357947,KIRC
sample_241,-2.5876091628148847,17.588706654218743,0.8353997050160265,LUAD
sample_242,-20.436799164348,-23.569236851774566,32.62335907421596,PRAD
sample_243,-7.546971317233212,-17.00558445243715,12.67173185664673,PRAD
sample_244,5.914181556676313,2.9133532604917405,8.713291966586413,LUAD
sample_245,0.9071971003844534,13.843810975803489,11.67589015867253,LUAD
sample_246,50.0349119469096,-14.2589875447796,-3.6586898633955136,KIRC
sample_247,-13.235787964239671,-8.332324407978977,-18.065987756115327,BRCA
sample_248,-6.955935361874655,6.076786444529905,-12.13052824234401,BRCA
sample_249,2.0277190452556932,35.72984042930329,16.81462446650569,COAD
sample_250,-10.209678955764236,10.996427142244938,-7.419492824702943,BRCA
sample_251,-16.34410271269102,-27.19183901515259,30.896558990982914,PRAD
sample_252,1.8062194223532841,9.200147740441514,16.40143421706413,COAD
sample_253,-17.175149986412027,-10.218512706700652,-16.236914858174476,BRCA
sample_254,-17.941800957823208,-22.315488116141236,27.63536762096405,PRAD
sample_255,50.3867905232962,-9.548924145086536,-8.418976639009713,KIRC
sample_256,-11.841053029645243,-22.417615425068156,25.02855617366259,PRAD
sample_257,-17.390148420774885,-25.474628055801062,27.71815054783651,PRAD
sample_258,-16.888915035773824,-26.629133161234893,29.815554998118635,PRAD
sample_259,-15.796905604991531,-6.005408665421713,-22.247687283735075,BRCA
sample_260,6.035349580460517,27.92408919635473,19.002102318219332,COAD
sample_261,-0.8337921418342746,32.21728143864015,19.46925457260427,COAD
sample_262,0.9174011572511017,14.711541886878443,-0.6452090358144446,LUAD
sample_263,2.3679293226725244,33.496670300933395,10.986022990023807,COAD
sample_264,3.6785546792481885,34.12959660658702,17.83240154163602,COAD
sample_265,-18.70930998350619,-21.904820708764653,31.48380572248593,PRAD
sample_266,-1.3468289080149556,2.737476478228553,10.904929377654305,LUAD
sample_267,-15.324965790882514,23.402802317037654,-8.519821590959817,BRCA
sample_268,-11.925625896293226,-2.4685662342022,-13.375139333972093,BRCA
sample_269,38.39064870115424,-11.07284040046425,-6.6694663497444395,KIRC
sample_270,44.82370409463524,-11.956156659857527,-6.238737078462634,KIRC
sample_271,-17.534426916938003,5.458372988944752,-19.39945181472928,BRCA
sample_272,2.753832889723868,47.686626890459195,24.74026257294952,COAD
sample_273,-15.61586993043115,-19.57847105241942,31.839716521725904,PRAD
sample_274,48.11272166347399,-11.425694418203271,-5.198708226663078,KIRC
sample_275,-14.961157728501808,-24.149109640370664,28.097111831654566,PRAD
sample_276,-15.864088479439722,-5.006494139895264,-19.595313802779177,BRCA
sample_277,-19.116506470762328,6.451209201211911,-17.378938006262874,BRCA
sample_278,43.830989933461126,-13.222391263352103,-5.415367938249504,KIRC
sample_279,-14.781422652541062,-0.31905145324589873,-23.700582258944966,BRCA
sample_280,-9.374109586517244,4.535094001183735,-9.922934496665063,BRCA
sample_281,-12.680527113273468,5.326644773619015,-12.073979452907615,BRCA
sample_282,-22.418713186720993,1.9873617592483817,-13.647639135829436,BRCA
sample_283,-1.3800634971212908,9.483972836120255,9.40916391569118,LUAD
sample_284,2.562217180297565,21.843573606237968,4.748754110719881,LUAD
sample_285,-17.02728577983381,-7.981515987583216,-17.271399100225555,BRCA
sample_286,-18.171133687768315,-11.436831694607328,-18.61182829491116,BRCA
sample_287,-15.903236741947607,-3.4320317075941236,-20.14142052396751,BRCA
sample_288,34.24166729284133,-12.543973225360334,0.1150673296734672,KIRC
sample_289,42.583063399330136,-14.042828304316815,-6.74216867133721,KIRC
sample_290,44.870458301293084,-8.94132416970948,-5.4616941289561565,KIRC
sample_291,46.83295726471488,-10.587230788088474,-7.67074632012082,KIRC
sample_292,-15.493054901309987,-2.338746122938248,-16.873241670918414,BRCA
sample_293,-8.724360163612117,2.647979034945908,-18.012463132398437,BRCA
sample_294,-18.21171075248293,1.6450967267212975,-16.51325860665593,BRCA
sample_295,41.854714284465736,-14.26938950407641,-6.081363316351379,KIRC
sample_296,-18.856255780240147,-9.976166087853283,-22.650719309237044,BRCA
sample_297,-18.25907947246254,-12.562397762378998,-16.2783385716422,BRCA
sample_298,1.8231352277027095,21.4957413173515,4.328221518756037,LUAD
sample_299,-13.15266889889916,-22.228211698330828,28.337082918365446,PRAD
sample_300,-17.935089598987442,-12.359422433669003,-12.045770893054204,BRCA
sample_301,-18.871596452009285,-12.626257729920969,-20.336828314325537,BRCA
sample_302,-1.742080436145238,40.22204276309589,21.98369682020642,COAD
sample_303,-0.2132035547269504,19.730310469710332,4.086213482489385,LUAD
sample_304,-13.585699590822047,-24.626519831949818,27.349570689576524,PRAD
sample_305,-19.022531510578784,-3.9523444992589627,-23.62220239138763,BRCA
sample_306,-16.48173617684545,-5.891005233751254,-20.493182797499983,BRCA
sample_307,-12.179651924161695,-4.175751655263341,-13.958414514880884,BRCA
sample_308,1.1719955784764124,53.40739218228864,21.552017637114556,COAD
sample_309,-13.508559625413605,-8.343569030064014,-16.8669919681092,BRCA
sample_310,-13.73241280950622,-27.552926973380554,27.620867528960417,PRAD
sample_311,-12.67021079025977,-10.434486762010796,-17.658235323204202,BRCA
sample_312,5.069887668931482,41.34869041606917,13.229772791362542,COAD
sample_313,1.0154104128645656,24.914608379311126,16.092988593220166,LUAD
sample_314,2.775765012994922,21.408671628390717,-0.5648472426049377,LUAD
sample_315,-18.953982751914367,-23.470595498980035,28.25505413005461,PRAD
sample_316,49.03297406006237,-14.744127337650507,-6.4229845561943435,KIRC
sample_317,-17.102043256505358,-6.893642866478427,-16.56139993729759,BRCA
sample_318,41.92414542276783,-18.35435453090086,-3.848846490307518,KIRC
sample_319,48.111243408423185,-12.264925495913868,-7.406243532987787,KIRC
sample_320,-0.3156223608985414,7.318430786798837,2.4310280787787755,LUAD
sample_321,6.010187349748462,27.00299592211264,18.616179211272758,COAD
sample_322,21.632568903500918,-5.833404705171841,-6.755104373326168,KIRC
sample_323,-17.295701412160003,-9.01438078888287,-24.11665679138599,BRCA
sample_324,-20.408055174972294,-3.551079634965725,-25.135578491428262,BRCA
sample_325,-11.48131124859527,13.04197004303853,-13.701661213720207,BRCA
sample_326,0.36858519282568447,0.07418313242166454,-13.565939613839452,BRCA
sample_327,45.38857260168695,-10.922988280469571,-7.893857773542572,KIRC
sample_328,-15.560171489535568,-0.33942908920926496,-18.592717809750358,BRCA
sample_329,-19.0525910107494,-6.471691305339158,-24.769299979953953,BRCA
sample_330,-19.1389827039035,-24.664649802724604,30.483443472807892,PRAD
sample_331,-9.414879955063592,13.967079606457334,-11.962246491175973,BRCA
sample_332,46.93565924398343,-13.36185029514961,-7.073403951897256,KIRC
sample_333,-17.400276778636556,-1.0326437944205922,-20.695955569542182,BRCA
sample_334,3.750779822437582,6.654104443636663,1.9717243519043623,LUAD
sample_335,-10.41991614244757,-21.117440984330834,26.222918047400057,PRAD
sample_336,38.65973789910715,-10.918778811307094,-2.427317245901865,KIRC
sample_337,-14.777651286847183,4.217228023332011,-23.561020771649105,BRCA
sample_338,-15.868545263802194,-4.192418793820156,19.252157605384248,PRAD
sample_339,6.086061903524857,38.54345372649865,19.782372667149996,COAD
sample_340,-12.444121796896873,-10.050875027785576,-16.666916710728486,BRCA
sample_341,-12.150115418487177,-7.687550408032334,-16.728447690603144,BRCA
sample_342,-19.18561362689805,0.9498661676959044,-19.12384857424726,BRCA
sample_343,-0.6287690595820625,21.263214939859157,-3.0468696954934074,LUAD
sample_344,2.73077876938713,26.74645454357556,3.6939076189865214,LUAD
sample_345,1.182101724234162,10.837975783644506,5.402832334663621,LUAD
sample_346,-15.258293658107466,1.440940037899232,-18.773533864379527,BRCA
sample_347,-14.916446024441063,1.2555527485267044,-22.20616376283345,BRCA
sample_348,-15.4303321994459,-30.737483678527806,25.845484864755264,PRAD
sample_349,1.1402741748168894,13.40251716364838,5.02586013577683,LUAD
sample_350,-19.184382140665623,-8.292903004804803,-23.484485604805045,BRCA
sample_351,48.79960677448507,-7.521752145371484,-6.932140318853414,KIRC
sample_352,-14.687103049153135,-1.0455533702319022,-22.731560259915867,BRCA
sample_353,6.438976270413524,40.034020586231094,26.63784450604762,COAD
sample_354,4.707546935950849,19.74958294703912,19.98312736926295,COAD
sample_355,0.500535468905056,14.419698601984257,6.257914009938826,LUAD
sample_356,-19.294866031728628,-0.5599166062243437,-23.939859895125526,BRCA
sample_357,52.38808429468232,-12.654521110169593,-4.287633146166186,KIRC
sample_358,-13.406981070957512,-2.6549561661089323,-21.55508331866066,BRCA
sample_359,-17.967807898533334,4.249474919923628,-21.63254067241119,BRCA
sample_360,-12.956268909535993,4.096871991321895,-14.21789810115877,BRCA
sample_361,2.2520549585498766,43.09522090559842,21.140525880471145,COAD
sample_362,3.1068867574459276,16.053227610523994,9.583451147471763,LUAD
sample_363,4.0745232994164455,31.69561131198614,22.75680474395842,COAD
sample_364,29.63889490390097,-6.096066247708946,2.337825116630017,KIRC
sample_365,-14.741928954565902,-27.937860495945902,30.584451638058603,PRAD
sample_366,40.55904762211235,-17.142675546420637,-1.2684336832796368,KIRC
sample_367,-10.244473115718888,0.9828006260142191,-16.669595274037537,BRCA
sample_368,-12.653051869092554,-8.616692949922403,-20.52207495980523,BRCA
sample_369,51.35977928173081,-10.605965949490782,-4.124700448383001,KIRC
sample_370,-7.696449342751885,-2.0275726401447507,-9.624154916102217,BRCA
sample_371,1.8274656369779612,49.442420296237614,23.983602704232112,COAD
sample_372,-18.11164637970036,-24.996590156691003,29.361732186798502,PRAD
sample_373,1.419762444791773,20.01641069811389,7.920141592845134,LUAD
sample_374,-18.372545574856197,-24.39512558014514,28.392374194586086,PRAD
sample_375,-17.447180446592395,0.09535685292324794,-14.12644262601194,BRCA
sample_376,44.16845568340754,-12.349845154695533,-3.167189154821135,KIRC
sample_377,-16.331881340217063,-20.956594421035884,23.355380664316463,PRAD
sample_378,-15.314697844877568,-2.4270212015631114,-15.688282276951048,BRCA
sample_379,6.007440497781984,46.42166423482133,17.567596893291853,COAD
sample_380,44.72150349172293,-6.564200842733597,-8.454088118696497,KIRC
sample_381,46.90044341841418,-12.361031461273617,-5.5308194193318965,KIRC
sample_382,6.285011050044196,44.7230570297715,24.5797033524143,COAD
sample_383,2.208432183227393,41.72114080662032,25.667418339744124,COAD
sample_384,-17.3070872967468,-22.852774948251923,24.147525294404947,PRAD
sample_385,-17.410962915572487,-0.9998507841916044,-21.827475391572595,BRCA
sample_386,-18.559630877293024,3.8703092934123053,-14.058466959173169,BRCA
